,unique_id,ds,SeasonalNaive,SeasonalNaive-lo-80,SeasonalNaive-lo-95,SeasonalNaive-hi-80,SeasonalNaive-hi-95,ARIMA,ARIMA-lo-95,ARIMA-lo-80,ARIMA-hi-80,ARIMA-hi-95,CES,CES-lo-95,CES-lo-80,CES-hi-80,CES-hi-95,MSTL,MSTL-lo-95,MSTL-lo-80,MSTL-hi-80,MSTL-hi-95,AutoARIMA,AutoARIMA-lo-95,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-95,AutoETS,AutoETS-lo-95,AutoETS-lo-80,AutoETS-hi-80,AutoETS-hi-95,AutoTheta,AutoTheta-lo-80,AutoTheta-hi-80,AutoTheta-lo-95,AutoTheta-hi-95
0,Delhi_Temperature,2017-03-26,24.666666666666668,20.504204617300047,18.30073031021076,28.82912871603329,31.032603023122576,25.349499689345908,21.58538925566306,22.88828016836525,27.810719210326567,29.113610123028757,24.87075847387314,20.60453152656555,22.066214942932127,27.565013885498047,29.008843612670898,24.79201192613906,22.27199413600517,23.144260860496797,26.439762991781325,27.312029716272953,26.571829580899983,23.392111845981855,24.492723906858462,28.650935254941505,29.75154731581811,26.95049511133959,23.72038644399432,24.838440577599297,29.06254964507988,30.180603778684855,24.713458449826682,22.862727877889238,26.960268808098395,22.25044631010179,27.64685809332361
1,Delhi_Temperature,2017-03-27,26.25,22.087537950633383,19.884063643544092,30.412462049366617,32.615936356455904,23.8772450441284,19.267725502311407,20.8632422196784,26.8912478685784,28.486764585945394,25.700276345014572,21.424561882019045,22.968903160095216,28.376588439941408,29.804832887649535,25.567467582555103,22.348499296991157,23.46269735292715,27.672237812183056,28.786435868119042,26.731015638467788,22.636873731630107,24.054000136317697,29.40803114061788,30.82515754530547,26.95049511133959,22.828943851461304,24.255557596552112,29.645432626127064,31.072046371217873,25.394784522784512,22.749486958982672,28.034609339149515,21.25320514239458,29.230057813610454
2,Delhi_Temperature,2017-03-28,25.933333333333334,21.770871283966713,19.567396976877426,30.095795382699954,32.29926968978924,24.778642441234176,19.709472651488618,21.464090474308964,28.093194408159388,29.847812230979734,25.2601150944829,21.075614500045777,22.456983375549317,27.93035144805908,29.31239047050476,25.927347012019577,22.136169888177747,23.448429533616757,28.406264490422398,29.718524135861408,27.077991608184718,22.397586684127962,24.017639323591496,30.13834389277794,31.758396532241473,26.95049511133959,22.098612221908976,23.778019411870027,30.12297081080915,31.8023780007702,25.112064007540077,21.631336104130913,28.216145926079346,20.104259607436237,29.609329324242008
3,Delhi_Temperature,2017-03-29,27.125,22.962537950633383,20.759063643544092,31.287462049366617,33.490936356455904,26.401726233824895,21.10507904762934,22.93843479217157,29.86501767547822,31.698373420020452,24.893052339553833,20.6009729385376,22.046263694763184,27.50792350769043,28.85717573165893,26.168220433437234,21.880529779341863,23.36465020782599,28.97179065904848,30.455911087532606,27.013085081224762,21.96965389064711,23.715362679699087,30.310807482750437,32.056516271802415,26.95049511133959,21.46466332776339,23.36350251044941,30.537487712229765,32.43632689491579,24.400894752127563,20.993421881942293,26.9797493440826,19.62364805652048,29.47298215378073
4,Delhi_Temperature,2017-03-30,29.571428571428573,25.408966522061952,23.205492214972665,33.733890620795194,35.93736492788448,28.699272372744502,23.248006803761847,25.134881404729583,32.26366334075942,34.15053794172716,25.937889635562897,21.74321098327637,23.238502502441406,28.56150436401368,30.165543508529655,27.701468722050254,22.969074158397312,24.607122239327808,30.7958152047727,32.4338632857032,27.13234069145096,21.69032544204271,23.57399818229849,30.69068320060343,32.574355940859206,26.95049511133959,20.89674147061055,22.99215836796405,30.908831854715128,33.00424875206863,25.747312680719048,21.973482895255742,29.44007091687313,19.71097876572242,31.453439148863165
5,Delhi_Temperature,2017-03-31,30.0,25.837537950633383,23.634063643544092,34.16246204936662,36.365936356455904,27.432337161358415,21.892712073184313,23.810171009185133,31.054503313531697,32.97196224953252,26.766403198242188,22.653385305404665,23.998116493225098,29.37669448852539,30.73465485572815,27.404661632482753,22.26590444158853,24.04460890963157,30.764714355333936,32.54341882337698,27.000257363102087,21.1754683158684,23.19163252033431,30.808882205869864,32.82504641033577,26.95049511133959,20.377709101770634,22.6527813436402,31.248208879038977,33.52328112090854,26.519490213169174,22.170165062026047,31.012017790226306,20.13544586650834,32.75226547482509
6,Delhi_Temperature,2017-04-01,30.571428571428573,26.408966522061952,24.205492214972665,34.733890620795194,36.93736492788448,27.991118447275145,22.381765501750948,24.323359699802182,31.658877194748108,33.60047139279934,28.0037944316864,23.75130181312561,25.329541397094726,30.71657695770264,32.134659385681154,28.062643560263208,22.54738358199906,24.456408897135677,31.668878223390738,33.57790353852736,27.105787585048105,20.921441580009358,23.062061084386514,31.149514085709697,33.29013359008685,26.95049511133959,19.89676569261855,22.33830935140007,31.562680871279106,34.004224530060625,28.08181867509196,22.90045673517434,32.87639979435005,20.024512368213,34.34729992619796
7,Delhi_Temperature,2017-04-02,32.3125,28.150037950633383,25.946563643544092,36.47496204936662,38.678436356455904,27.23484303850137,21.021839704228736,23.17237851743037,31.29730755957237,33.44784637277401,26.940797924995422,22.740223598480227,24.16705913543701,29.575006103515626,31.072617864608763,27.614598927431732,21.746945240589145,23.777946403323583,31.451251451539882,33.48225261427432,27.12975606397548,20.64570597497859,22.890063596068423,31.36944853188254,33.61380615297237,26.95049511133959,19.446584031277677,22.043951384916188,31.85703883776299,34.4544061914015,26.63793616014867,21.252875720970508,32.31288742994504,18.966949778996817,33.94839182892448
8,Delhi_Temperature,2017-04-03,33.3125,29.150037950633383,26.946563643544092,37.47496204936662,39.678436356455904,25.84316444652323,19.29760653441341,21.56325417480683,30.12307471823963,32.388722358633046,26.244155406951904,22.04452700614929,23.53378963470459,28.893134117126465,30.35868272781372,26.67852192568042,20.478471365435563,22.624526768314254,30.732517083046588,32.878572485925275,27.03621616871683,20.26938632931805,22.611623960462303,31.460808376971357,33.80304600811561,26.95049511133959,19.021922460324703,21.766280108620194,32.13471011405898,34.879067762354474,26.068750954860395,20.467810796080165,31.264566867720323,18.403619185618393,33.608157777250455
9,Delhi_Temperature,2017-04-04,32.8125,28.650037950633383,26.446563643544092,36.97496204936662,39.178436356455904,27.02454811785391,20.26626468149309,22.605544102178158,31.443552133529664,33.78283155421473,27.289894580841064,23.04040017127991,24.487431144714357,30.03138084411621,31.303877592086792,28.684509911376473,22.168998104122362,24.424245731639353,32.944774091113594,35.20002171863058,26.941145380959615,19.906376216712246,22.3413570650525,31.54093369686673,33.97591454520698,26.95049511133959,18.61887779731427,21.50274336869044,32.39824685398874,35.28211242536491,27.26550685382282,21.16892369271657,32.38119884908853,19.042603387422076,35.20322982854236
10,Delhi_Temperature,2017-04-05,32.3125,28.150037950633383,25.946563643544092,36.47496204936662,38.678436356455904,28.96906161172376,22.072514852163696,24.459652068343896,33.47847115510362,35.86560837128383,28.25271987915039,24.097346162796022,25.54029026031494,30.883917808532715,32.31218070983886,29.879714793701126,23.063325627042367,25.422717483139444,34.33671210426281,36.696103960359885,26.863614781961665,19.57248412061196,22.096200693056506,31.631028870866825,34.15474544331137,26.95049511133959,18.234450718823467,21.251380012953454,32.64961020972572,35.66653950385571,28.499420422188958,21.53137608015099,34.03115998562617,19.231002303184738,35.94731531362432
11,Delhi_Temperature,2017-04-06,31.375,27.212537950633383,25.009063643544092,35.53746204936662,37.740936356455904,30.46805962266137,23.46893643747427,25.891578959665424,35.04454028565732,37.467182807848474,27.05911636352539,22.69500846862793,24.275894546508788,29.70366516113281,31.231176662445066,29.88120041811981,22.776664653397532,25.23579417414534,34.52660666209428,36.98573618284209,26.66548822202807,19.133061214016575,21.740298932525448,31.590677511530693,34.19791523003956,26.95049511133959,17.866277333387707,21.010644375860725,32.89034584681845,36.03471288929147,26.830954729869013,20.07064154392575,32.718017244812195,17.780206663279625,34.918346004560505
12,Delhi_Temperature,2017-04-07,29.933333333333334,25.770871283966713,23.567396976877426,34.095795382699954,36.29926968978924,30.27021436982791,23.194662983374712,25.643759992132658,34.896668747523165,37.34576575628111,26.518466472625732,22.381651973724367,23.831837463378907,29.19794673919678,30.65261116027832,28.20383067085698,20.822388021002332,23.3773647467299,33.030296594984065,35.58527332071163,26.710534003811368,18.949697719496907,21.635995916096174,31.785072091526562,34.471370288125826,26.95049511133959,17.512455303084792,20.779292585503576,33.1216976371756,36.388534919594385,26.502179403456044,19.67158767151822,32.71353653287012,16.531663878890352,34.852799565617744
13,Delhi_Temperature,2017-04-08,29.266666666666666,25.10420461730005,22.900730310210758,33.42912871603328,35.63260302312257,29.363684724794158,22.22430772635294,24.695497022604027,34.03187242698429,36.503061723235376,26.50011658668518,22.31424584388733,23.757800674438474,29.10700626373291,30.597598266601562,27.89625070682105,20.247919989993466,22.89527605561927,32.89722535802283,35.54458142364864,26.583357670730102,18.605572163041156,21.366964110642797,31.799751230817407,34.561143178419044,26.95049511133959,17.171426740214066,20.55630599386732,33.34468422881186,36.72956348246511,26.416549447972397,19.402556809999755,32.15567615448037,16.578200293539638,34.92100417226188
14,Delhi_Temperature,2017-04-09,30.73333333333333,26.57087128396671,24.367396976877423,34.89579538269995,37.09926968978924,28.433692903052492,20.39418504282599,23.176941265904823,33.69044454020016,36.473200763278996,27.369394540786743,23.11631546020508,24.56750144958496,30.080728912353518,31.463114643096922,29.063305613304482,21.157090974500175,23.893709728985705,34.23290149762326,36.969520252108794,26.515253235103398,18.316026827911514,21.154067253485863,31.876439216720932,34.71447964229528,26.95049511133959,16.841896742025828,20.34083790955395,33.56015231312523,37.059093480653345,27.459303739693354,20.252934643371145,33.76845939423986,17.119832507400933,37.941319567897594
15,Delhi_Temperature,2017-04-10,32.25,28.087537950633383,25.884063643544092,36.41246204936662,38.615936356455904,26.980859456177097,18.457955359831896,21.4080320094417,32.55368690291249,35.5037635525223,28.60686993598938,24.459838676452637,25.865283393859862,31.3376745223999,32.689274024963375,30.03800494043351,21.88205637048049,24.705116815564537,35.37089306530248,38.19395351038653,26.552768860462237,18.144906521795992,21.055163175871144,32.05037454505333,34.960631199128485,26.95049511133959,16.522775141133344,20.132175510423775,33.7688147122554,37.37821508154583,28.8972727073836,21.04337228988832,35.66334810926243,17.05200120640395,39.11934068292529
16,Delhi_Temperature,2017-04-11,29.8,25.63753795063338,23.434063643544093,33.96246204936662,36.16593635645591,28.039941612216207,19.192681870014624,22.255029408301958,33.82485381613046,36.88720135441779,26.959046602249146,22.72935357093811,24.226253700256347,29.65220832824707,31.220508098602288,29.25581275805238,20.8575531623627,23.7644859696003,34.74713954650446,37.65407235374206,26.587749422655612,17.981790164893038,20.960615124885926,32.2148837204253,35.19370868041818,26.95049511133959,16.21313386371532,19.92971196162269,33.97127826105649,37.687856358963856,27.16187548113696,19.65153022053101,33.93667965678401,15.441294252003935,36.90001367636791
17,Delhi_Temperature,2017-04-12,30.2,26.03753795063338,23.83406364354409,34.36246204936662,36.56593635645591,29.815064483957812,20.7605792271632,23.89465479909888,35.735474168816744,38.869549740752426,26.69744896888733,22.445432472229005,23.939088439941404,29.394956779479983,30.883091926574703,29.34290097128363,20.70912825030765,23.69758042743722,34.988221515130036,37.9766736922596,26.610883787965765,17.816900707949394,20.86080732101863,32.360960254912904,35.404866867982136,26.95049511133959,15.912175069461446,19.732925583412285,34.16806463926689,37.98881515321773,26.65795718483788,18.38465515250863,33.92750737565567,14.895420087140364,36.48803200541028
