,unique_id,ds,cutoff,y,SeasonalNaive,SeasonalNaive-lo-80,SeasonalNaive-lo-95,SeasonalNaive-hi-80,SeasonalNaive-hi-95,ARIMA,ARIMA-lo-95,ARIMA-lo-80,ARIMA-hi-80,ARIMA-hi-95,CES,CES-lo-95,CES-lo-80,CES-hi-80,CES-hi-95,MSTL,MSTL-lo-95,MSTL-lo-80,MSTL-hi-80,MSTL-hi-95,AutoARIMA,AutoARIMA-lo-95,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-95,AutoETS,AutoETS-lo-95,AutoETS-lo-80,AutoETS-hi-80,AutoETS-hi-95,AutoTheta,AutoTheta-lo-80,AutoTheta-hi-80,AutoTheta-lo-95,AutoTheta-hi-95
0,Delhi_Temperature,2016-12-26,2016-12-25,17.142857142857142,15.375,11.224918133899848,9.027997499954289,19.52508186610015,21.72200250004571,15.68739479855402,11.94356013807891,13.239432893071383,18.13535670403666,19.43122945902913,15.317920684814453,11.192139887809754,12.621561241149902,18.04063491821289,19.485027694702147,15.824257224319005,13.345104114366187,14.20322613683686,17.44528831180115,18.303410334271824,14.881581083762793,11.737969078499363,12.826083677387967,16.93707849013762,18.025193089026224,14.656894397345916,11.441784310615727,12.554646908336963,16.75914188635487,17.872004484076104,15.563213388299255,14.654056547273074,16.66694272469212,14.353276802848079,17.004226442820823
1,Delhi_Temperature,2016-12-27,2016-12-25,16.85,17.125,12.974918133899848,10.777997499954289,21.27508186610015,23.47200250004571,16.5510550796796,11.977284015860004,13.560426928593383,19.541683230765816,21.124826143499195,15.097365379333496,10.932048249244692,12.425434017181397,17.779005813598634,19.257790946960448,16.021827505622447,12.870290044042074,13.961147921906226,18.082507089338662,19.173364967202815,15.244441873185476,11.260719463663248,12.639625799579719,17.849257946791234,19.228164282707706,14.656894397345916,10.573517933587382,11.986918040068225,17.326870754623606,18.74027086110445,15.260347917269714,14.045316603844153,16.47581977058597,13.316501511189388,17.0429260330986
2,Delhi_Temperature,2016-12-28,2016-12-25,17.217391304347824,16.375,12.224918133899848,10.027997499954289,20.52508186610015,22.72200250004571,15.84573849906489,10.830570208211501,12.566496214354709,19.124980783775072,20.86090678991828,15.329296112060547,11.205804467201233,12.674536895751952,17.99886703491211,19.55540528297424,15.40478549129321,11.70097979972404,12.982997121739386,17.826573860847034,19.108591182862376,15.644960403964213,11.155540450780396,12.709486479559398,18.580434328369027,20.13438035714803,14.656894397345916,9.859916826024564,11.520319355712246,17.793469438979585,19.453871968667265,15.720756871529709,14.023251391718272,17.165332996739238,13.32569596946165,17.88903925289575
3,Delhi_Temperature,2016-12-29,2016-12-25,15.238095238095235,15.5,11.349918133899848,9.152997499954289,19.65008186610015,21.84700250004571,15.349748871482142,10.117781831669141,11.928749504331233,18.77074823863305,20.58171591129514,15.740216255187988,11.59396951198578,13.059552669525146,18.41273765563965,19.928647041320797,15.3879822480123,11.204184352552257,12.652343845908053,18.123620650116546,19.571780143472342,15.799747031724177,11.008876399537282,12.667165102959,18.932328960489354,20.590617663911072,14.656894397345916,9.239512714766864,11.114658911783632,18.1991298829082,20.074276079924967,16.349073370672993,14.595811990954761,17.65732199588781,13.93297482169323,18.91614831603086
4,Delhi_Temperature,2016-12-30,2016-12-25,14.095238095238097,15.0,10.849918133899848,8.652997499954289,19.15008186610015,21.34700250004571,13.572865813983693,8.195625518726352,10.056877370801296,17.08885425716609,18.950106109241034,16.452723503112793,12.308452582359314,13.717118263244629,19.120354843139648,20.505325317382812,16.272165755862478,11.658040371869145,13.255151333088072,19.289180178636883,20.886291139855814,15.8574491175225,10.83493130805258,12.573401240891595,19.141496994153403,20.879966926992417,14.656894397345916,8.683197487581747,10.750903936713161,18.56288485797867,20.630591307110084,17.370616631708717,15.44072070076179,19.206179591812738,14.296350952323857,20.297314113916357
5,Delhi_Temperature,2016-12-31,2016-12-25,15.052631578947368,14.714285714285714,10.564203848185564,8.36728321424,18.864367580385863,21.061288214331427,15.308015884676575,9.847887867142934,11.737830073029496,18.878201696323654,20.768143902210216,16.90458583831787,12.76899812221527,14.286265087127685,19.611887359619143,20.903219175338744,16.480524604842373,11.472916264689625,13.206225506196967,19.754823703487773,21.488132944995115,15.862077562292662,10.635662697834471,12.444708567472194,19.27944655711313,21.088492426750854,14.656894397345916,8.174450009253647,10.418251840827203,18.895536953864628,21.139338785438184,17.769795444995466,15.551999872388738,20.036539540953893,14.539232804873777,20.894379445029053
6,Delhi_Temperature,2017-01-01,2016-12-25,15.91304347826087,14.0,9.849918133899848,7.652997499954288,18.15008186610015,20.34700250004571,13.041391574889573,7.516151686347792,9.428631399180595,16.65415175059855,18.566631463431357,15.916399955749512,11.838937425613404,13.264357662200927,18.59045352935791,19.958529472351074,14.515075937413549,9.142727333914046,11.002285999550569,18.02786587527653,19.88742454091305,15.854525671591995,10.433775731536702,12.310087800845146,19.398963542338844,21.275275611647288,14.656894397345916,7.702822516807731,10.109871199108536,19.203917595583295,21.6109662778841,16.52267099968417,14.206147659337232,18.643717178769922,12.947361276703464,19.306091933886055
7,Delhi_Temperature,2017-01-02,2016-12-25,18.5,14.375,10.224918133899848,8.027997499954289,18.52508186610015,20.72200250004571,14.758698314037229,8.63526380531276,10.754799700049558,18.762596928024898,20.882132822761697,16.533196449279785,12.40403573513031,13.868962192535399,19.19337902069092,20.59907941818237,15.699274811707747,9.98542166810327,11.963187057423498,19.435362565991994,21.413127955312227,15.846849641966717,10.236727776514348,12.178588124776809,19.515111159156625,21.456971507419084,14.656894397345916,7.261210102118406,9.8211163618395,19.49267243285233,22.052578692573427,17.420947447062073,14.76564727580434,20.24928669795749,13.666329784384818,20.995261260281765
8,Delhi_Temperature,2017-01-03,2016-12-25,17.11111111111111,15.75,11.599918133899848,9.402997499954289,19.90008186610015,22.09700250004571,16.222946692821758,9.774430061099334,12.006488303784772,20.439405081858744,22.67146332454418,16.962395668029785,13.028620076179505,14.354358577728272,19.584437370300293,21.139746570587157,16.591123600389288,10.555056505348468,12.644351467636497,20.537895733142083,22.627190695430105,15.842516036846574,10.047306932553187,12.053232479165091,19.631799594528058,21.63772514113996,14.656894397345916,6.844521091515108,9.548658062556413,19.765130732135418,22.469267703176723,17.716293988198913,14.838989277142593,20.376988896074057,13.813545189158003,21.561628326713727
9,Delhi_Temperature,2017-01-04,2016-12-25,18.7,15.833333333333334,11.683251467233184,9.48633083328762,19.983415199433484,22.180335833379047,14.998179901192795,8.344609306057489,10.647643932207538,19.348715870178054,21.651750496328102,16.514657020568848,12.493895268440248,13.772026252746581,19.158575820922852,20.68358926773071,15.218210525730107,8.876279100289572,11.071444457088745,19.364976594371466,21.560141951170646,15.84072511446296,9.865074080153388,11.933456920468684,19.74799330845724,21.816376148772534,14.656894397345916,6.448958777188997,9.29001376746033,20.0237750272315,22.864830017502833,17.482654277318414,14.556355303538027,19.96181106751213,13.533880268732194,21.301213590152468
